ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Courier_ID
9855,A,Road,3,3,274,3,low,F,5,5981,1,Courier_4
9856,B,Road,2,2,260,3,medium,F,6,4747,0,Courier_5
9857,C,Road,4,4,185,2,medium,F,1,4729,0,Courier_1
9858,F,Road,4,5,270,3,low,M,1,4131,0,Courier_3
9859,D,Road,6,3,166,5,medium,F,3,4596,1,Courier_5
9860,F,Flight,4,4,160,4,low,M,1,5520,1,Courier_1
9861,A,Flight,3,2,247,3,low,M,3,4338,0,Courier_1
9862,B,Flight,4,2,272,2,low,M,1,5703,1,Courier_3
9863,C,Flight,4,5,171,2,medium,F,1,4439,0,Courier_2
9864,F,Flight,5,2,211,3,medium,F,8,4962,0,Courier_5
9865,D,Flight,3,4,271,3,medium,M,1,4444,1,Courier_3
9866,F,Flight,6,4,155,5,medium,F,8,5982,0,Courier_3
9867,A,Flight,4,1,220,3,medium,F,7,4552,1,Courier_2
9868,B,Flight,3,3,220,3,low,F,10,5234,1,Courier_5
9869,C,Flight,2,4,285,3,high,M,6,4427,1,Courier_3
9870,F,Flight,3,1,109,6,low,F,5,4374,1,Courier_2
9871,D,Flight,3,4,194,3,medium,M,7,4565,0,Courier_5
9872,F,Flight,3,3,214,2,medium,F,9,4185,0,Courier_4
9873,A,Flight,3,5,161,3,low,F,4,5629,0,Courier_1
9874,B,Flight,3,5,202,4,medium,F,7,4458,0,Courier_2
9875,C,Flight,3,3,179,8,high,F,3,5429,1,Courier_1
9876,F,Flight,5,1,137,5,low,F,8,4584,0,Courier_4
9877,D,Flight,6,1,173,3,medium,F,2,4892,0,Courier_3
9878,F,Flight,3,4,243,3,medium,M,6,4950,0,Courier_3
9879,A,Flight,4,2,258,5,medium,M,2,1494,0,Courier_5
9880,B,Flight,6,3,245,4,low,F,3,1982,1,Courier_2
9881,C,Flight,6,3,296,4,low,F,4,1650,0,Courier_2
9882,F,Ship,5,4,267,5,low,M,9,1113,0,Courier_5
9883,D,Ship,6,5,268,4,medium,F,1,1248,1,Courier_1
9884,F,Ship,7,4,277,5,low,M,4,1373,0,Courier_3
9885,A,Ship,6,1,259,4,low,F,4,1198,0,Courier_3
9886,B,Ship,5,1,275,5,low,M,6,1156,1,Courier_2
9887,C,Ship,6,3,298,4,low,F,9,1515,1,Courier_2
9888,F,Ship,5,2,243,5,medium,F,4,1385,0,Courier_5
9889,D,Ship,7,2,255,4,medium,F,10,1372,0,Courier_4
9890,F,Ship,4,5,232,5,low,F,3,1817,0,Courier_1
9891,A,Ship,3,4,247,3,low,F,4,5844,0,Courier_4
9892,B,Ship,4,4,272,2,low,M,1,4013,1,Courier_4
9893,C,Ship,4,1,171,2,medium,F,10,4536,0,Courier_2
9894,F,Ship,5,5,211,3,medium,F,7,5983,1,Courier_2
9895,D,Ship,3,1,271,3,medium,M,1,5486,1,Courier_2
9896,F,Ship,6,1,155,5,medium,F,8,4882,0,Courier_4
9897,A,Ship,4,5,220,3,medium,F,1,4912,1,Courier_1
9898,B,Ship,3,5,220,3,low,F,5,4407,0,Courier_2
9899,C,Ship,2,1,285,3,high,F,7,4999,0,Courier_3
9900,F,Ship,3,1,109,6,low,F,6,5457,1,Courier_1
9901,D,Ship,3,2,194,3,medium,F,7,4727,1,Courier_3
9902,F,Ship,3,5,214,2,medium,F,6,4578,0,Courier_1
9903,A,Ship,3,5,161,3,low,F,10,5663,1,Courier_2
9904,B,Ship,3,3,202,4,medium,M,10,5137,1,Courier_5
9905,C,Ship,3,2,179,8,high,M,3,4584,0,Courier_2
9906,F,Ship,5,1,137,5,low,M,4,4586,1,Courier_4
9907,D,Ship,6,2,173,3,medium,F,4,5970,0,Courier_4
9908,F,Ship,3,1,243,3,medium,M,6,5371,0,Courier_1
9909,A,Ship,4,5,258,5,medium,M,2,1481,0,Courier_4
9910,B,Ship,6,2,245,4,low,F,9,1594,0,Courier_2
9911,C,Ship,6,4,296,4,low,M,4,1973,0,Courier_3
9912,F,Ship,5,5,267,5,low,F,1,1352,1,Courier_2
9913,D,Ship,6,1,268,4,medium,M,10,1958,0,Courier_1
9914,F,Ship,7,2,277,5,low,F,7,1260,1,Courier_4
9915,A,Ship,6,2,259,4,low,F,10,2000,1,Courier_3
9916,B,Ship,5,3,275,5,low,F,2,1816,0,Courier_5
9917,C,Ship,6,2,298,4,low,M,2,1648,0,Courier_3
9918,F,Ship,5,5,243,5,medium,M,2,1817,0,Courier_3
9919,D,Ship,6,5,280,4,low,F,3,1819,1,Courier_2
9920,F,Ship,6,3,277,4,medium,M,6,1623,1,Courier_5
9921,A,Ship,6,4,284,4,low,F,7,1518,1,Courier_1
9922,B,Ship,4,1,258,5,low,M,8,1306,0,Courier_1
9923,C,Ship,7,1,254,4,low,F,5,1865,1,Courier_3
9924,F,Ship,5,4,263,5,medium,M,8,1548,0,Courier_3
9925,D,Ship,6,2,267,4,low,M,10,1580,0,Courier_4
9926,F,Ship,6,3,247,4,medium,M,7,1626,1,Courier_5
9927,A,Ship,5,1,233,5,medium,F,6,1631,1,Courier_3
9928,B,Ship,7,2,254,4,medium,F,9,1788,0,Courier_4
9929,C,Ship,6,1,289,5,medium,M,7,1223,0,Courier_5
9930,F,Ship,6,2,282,4,medium,M,6,1674,0,Courier_1
9931,D,Ship,5,3,243,6,medium,M,10,1729,1,Courier_4
9932,F,Ship,5,3,243,5,medium,M,8,1223,1,Courier_5
9933,A,Ship,4,2,228,5,low,F,3,1473,1,Courier_4
9934,B,Ship,5,5,235,5,low,M,4,1758,0,Courier_3
9935,C,Ship,4,4,274,6,low,M,10,1355,1,Courier_2
9936,F,Ship,6,4,254,5,medium,F,10,1435,0,Courier_1
9937,D,Ship,4,5,251,6,low,F,1,1625,0,Courier_3
9938,F,Ship,7,1,310,4,medium,F,8,1601,1,Courier_3
9939,A,Ship,7,3,288,4,medium,M,3,1989,0,Courier_5
9940,B,Ship,4,3,218,5,medium,F,9,1024,0,Courier_4
9941,C,Ship,5,5,251,5,medium,F,10,1683,0,Courier_1
9942,F,Ship,5,3,263,5,medium,F,6,1192,0,Courier_3
9943,D,Ship,4,4,266,6,low,F,2,1776,1,Courier_5
9944,F,Ship,6,2,307,4,low,F,9,1674,0,Courier_1
9945,A,Ship,7,5,268,4,medium,F,9,1754,1,Courier_4
9946,B,Ship,6,5,157,5,low,F,10,1133,0,Courier_3
9947,C,Ship,7,3,262,4,low,F,1,1384,1,Courier_3
9948,F,Ship,4,2,245,5,medium,M,10,1668,1,Courier_3
9949,D,Ship,5,5,217,6,medium,M,5,1616,0,Courier_1
9950,F,Ship,6,3,259,4,high,F,7,1208,0,Courier_1
9951,A,Ship,5,2,238,5,low,F,4,1962,0,Courier_1
9952,B,Ship,6,4,288,4,medium,F,9,1575,0,Courier_1
9953,C,Ship,7,4,284,4,low,M,3,1751,1,Courier_5
9954,F,Ship,4,4,243,5,medium,M,2,1842,0,Courier_2
9955,D,Ship,6,2,260,4,low,F,8,1522,0,Courier_5
9956,F,Ship,4,3,264,5,low,F,2,1541,0,Courier_3
9957,A,Ship,5,2,269,5,medium,F,10,1113,1,Courier_5
9958,B,Ship,7,4,282,4,low,M,6,1800,0,Courier_4
9959,C,Ship,5,2,250,6,low,M,1,1296,1,Courier_1
9960,F,Ship,5,5,230,5,low,F,8,1067,0,Courier_4
9961,D,Ship,6,5,254,4,high,F,10,1217,0,Courier_4
9962,F,Ship,5,4,256,5,low,M,2,1723,1,Courier_3
9963,A,Ship,4,2,255,5,low,F,7,1378,0,Courier_1
9964,B,Ship,7,3,306,4,low,M,2,1790,1,Courier_4
9965,C,Ship,6,2,189,2,low,F,2,1837,0,Courier_3
9966,F,Ship,6,3,280,4,low,M,2,1753,0,Courier_1
9967,D,Ship,6,5,310,4,medium,F,10,1553,0,Courier_2
9968,F,Ship,5,4,266,2,medium,M,1,5494,0,Courier_3
9969,A,Ship,3,3,196,3,low,M,4,5622,0,Courier_5
9970,B,Ship,3,2,198,5,medium,F,6,5443,0,Courier_1
9971,C,Ship,5,5,163,2,high,M,6,5253,1,Courier_4
9972,F,Ship,3,3,137,3,low,F,8,4742,0,Courier_4
9973,D,Ship,3,1,167,2,low,F,8,4171,1,Courier_5
9974,F,Ship,3,5,115,2,low,M,10,4200,0,Courier_5
9975,A,Road,5,2,192,2,low,M,5,4046,0,Courier_4
9976,B,Road,4,2,238,5,medium,M,9,4618,0,Courier_1
9977,C,Road,4,2,142,3,low,M,2,4790,1,Courier_3
9978,F,Road,3,2,256,2,low,F,7,5725,1,Courier_5
9979,D,Road,4,1,208,3,medium,F,7,4592,0,Courier_5
9980,F,Road,3,2,257,2,medium,M,8,4242,1,Courier_5
9981,A,Road,4,3,227,3,medium,M,8,5829,1,Courier_2
9982,B,Road,4,2,219,4,low,M,8,5660,0,Courier_1
9983,C,Road,5,3,202,2,low,F,9,5645,1,Courier_1
9984,F,Road,4,2,158,3,medium,F,9,4078,1,Courier_1
9985,D,Road,6,3,235,3,low,F,7,4829,1,Courier_1
9986,F,Road,4,4,233,3,low,M,9,4300,1,Courier_1
9987,A,Road,4,5,244,3,medium,M,3,5857,1,Courier_4
9988,B,Road,3,5,244,5,medium,F,10,4163,0,Courier_5
9989,C,Road,3,5,148,3,low,M,4,5919,0,Courier_4
9990,F,Road,5,5,171,2,high,M,8,4602,0,Courier_2
9991,D,Road,5,2,197,5,low,F,4,4196,1,Courier_3
9992,F,Road,3,1,256,3,low,F,5,5643,0,Courier_5
9993,A,Road,6,3,223,2,medium,M,7,5007,0,Courier_2
9994,B,Road,5,2,271,4,low,F,4,4066,0,Courier_4
9995,C,Road,2,1,135,4,medium,F,8,5001,1,Courier_3
9996,F,Road,6,4,272,2,low,M,7,4145,0,Courier_2
9997,D,Flight,3,1,265,3,medium,F,10,4244,0,Courier_3
9998,F,Flight,5,5,180,2,high,M,5,4585,1,Courier_2
9999,A,Flight,5,3,187,3,low,M,2,5967,0,Courier_4
10000,B,Flight,3,3,158,3,low,M,1,5502,0,Courier_3
10001,C,Flight,4,1,234,2,medium,F,4,5164,0,Courier_2
10002,F,Flight,6,4,224,5,medium,M,10,5602,0,Courier_4
10003,D,Flight,4,4,153,3,medium,M,3,4422,1,Courier_5
10004,F,Flight,3,5,125,2,low,F,2,4182,1,Courier_4
10005,A,Flight,4,1,204,3,medium,M,3,4310,0,Courier_4
10006,B,Flight,3,1,199,3,high,M,3,5127,0,Courier_5
10007,C,Flight,3,4,216,3,low,F,3,5149,0,Courier_4
10008,F,Flight,4,3,183,3,low,F,6,5712,1,Courier_5
10009,D,Flight,4,3,136,3,medium,F,4,5769,1,Courier_5
10010,F,Flight,4,1,269,3,low,F,3,4409,1,Courier_5
10011,A,Flight,5,5,105,4,low,M,6,5135,1,Courier_2
10012,B,Flight,4,2,253,2,low,F,4,4502,1,Courier_3
10013,C,Flight,3,1,263,3,medium,M,4,4616,0,Courier_2
10014,F,Flight,4,1,266,3,low,M,10,4382,0,Courier_5
10015,D,Flight,3,3,185,2,low,M,4,4746,0,Courier_3
10016,F,Flight,3,4,245,2,medium,F,1,4427,0,Courier_3
10017,A,Flight,3,5,184,3,medium,F,9,4969,0,Courier_5
10018,B,Flight,5,4,235,3,medium,F,8,4636,0,Courier_3
10019,C,Ship,3,2,247,3,medium,M,8,5194,0,Courier_3
10020,F,Ship,4,4,145,2,medium,M,9,5070,0,Courier_2
10021,D,Ship,3,3,158,2,low,F,4,5960,0,Courier_3
10022,F,Ship,4,5,268,2,low,M,2,4721,1,Courier_5
10023,A,Ship,3,1,186,3,medium,F,4,5515,1,Courier_1
10024,B,Ship,2,3,226,3,medium,M,8,5106,1,Courier_1
10025,C,Ship,5,1,258,3,medium,M,7,4466,1,Courier_1
10026,F,Ship,3,4,189,3,high,M,2,5464,0,Courier_5
10027,D,Ship,5,3,255,4,medium,F,4,4178,1,Courier_1
10028,F,Ship,5,5,207,4,low,F,1,5035,0,Courier_2
10029,A,Ship,3,5,271,3,low,M,2,5229,1,Courier_5
10030,B,Ship,3,4,239,4,medium,F,10,5455,1,Courier_5
10031,C,Ship,4,4,186,3,low,F,8,4969,1,Courier_5
10032,F,Ship,4,1,139,3,medium,F,7,4275,0,Courier_3
10033,D,Ship,3,3,224,6,medium,M,10,4221,0,Courier_3
10034,F,Ship,4,2,198,2,high,M,2,5662,0,Courier_3
10035,A,Ship,4,4,102,3,high,F,9,5644,1,Courier_4
10036,B,Ship,3,3,219,3,high,M,5,4321,0,Courier_2
10037,C,Ship,4,5,240,5,medium,M,8,4314,0,Courier_5
10038,F,Ship,3,2,222,2,medium,M,1,4021,1,Courier_5
10039,D,Ship,2,2,221,2,medium,F,3,4500,1,Courier_3
10040,F,Ship,5,3,229,2,medium,F,1,5294,1,Courier_5
10041,A,Ship,5,2,146,3,low,F,5,4725,0,Courier_5
10042,B,Ship,3,3,165,2,low,M,1,5661,0,Courier_1
10043,C,Ship,4,4,200,3,low,F,7,5807,1,Courier_5
10044,F,Ship,4,2,232,2,low,M,5,4907,0,Courier_4
10045,D,Ship,5,5,240,2,low,F,2,5655,0,Courier_3
10046,F,Ship,5,4,240,4,medium,M,7,4552,1,Courier_2
10047,A,Ship,3,2,187,3,medium,F,7,5334,0,Courier_2
10048,B,Ship,5,4,239,3,low,F,7,4960,0,Courier_1
10049,C,Ship,3,1,171,4,medium,F,6,5398,0,Courier_2
10050,F,Ship,4,2,239,4,medium,M,8,4039,0,Courier_2
10051,D,Ship,4,2,166,5,low,M,8,4493,0,Courier_3
10052,F,Ship,6,1,113,2,medium,F,7,5234,1,Courier_3
10053,A,Ship,4,3,104,5,low,F,6,4617,1,Courier_4
10054,B,Ship,3,4,270,3,medium,F,10,5417,0,Courier_1
10055,C,Ship,5,1,145,2,medium,M,8,4485,1,Courier_2
10056,F,Ship,3,5,171,3,medium,M,5,4075,1,Courier_4
10057,D,Ship,4,5,160,3,low,F,9,5799,1,Courier_1
10058,F,Ship,4,2,210,2,medium,F,1,5437,1,Courier_2
10059,A,Ship,4,1,256,4,medium,F,3,5324,0,Courier_2
10060,B,Ship,4,5,155,3,low,F,10,5315,1,Courier_3
10061,C,Ship,5,1,126,5,medium,F,2,5659,1,Courier_5
10062,F,Ship,3,1,189,3,low,M,1,4886,0,Courier_1
10063,D,Ship,4,1,206,3,high,M,2,5013,1,Courier_2
10064,F,Ship,4,3,242,2,medium,M,2,5879,0,Courier_1
10065,A,Ship,3,1,258,2,low,F,4,5262,0,Courier_4
10066,B,Ship,4,4,196,4,low,F,10,4871,1,Courier_4
10067,C,Ship,3,3,209,3,low,M,1,5186,0,Courier_5
10068,F,Ship,4,4,259,2,low,M,6,4308,1,Courier_2
10069,D,Ship,2,1,140,2,medium,F,8,4965,0,Courier_3
10070,F,Ship,5,3,141,2,medium,F,10,4651,0,Courier_2
10071,A,Ship,3,1,160,2,medium,M,5,4435,1,Courier_1
10072,B,Ship,5,4,208,4,medium,F,8,4116,0,Courier_4
10073,C,Ship,3,4,198,3,low,F,3,5322,0,Courier_1
10074,F,Ship,4,4,264,3,low,M,6,5959,1,Courier_5
10075,D,Ship,4,3,136,4,low,M,10,5911,0,Courier_4
10076,F,Ship,4,4,221,4,low,F,2,5595,1,Courier_3
10077,A,Ship,5,3,242,3,low,F,10,4889,1,Courier_4
10078,B,Ship,4,2,162,3,low,M,7,5614,0,Courier_2
10079,C,Ship,4,5,258,3,low,F,3,5422,1,Courier_2
10080,F,Ship,5,3,172,3,medium,F,3,4056,0,Courier_4
10081,D,Ship,4,4,222,4,medium,M,6,4733,0,Courier_5
10082,F,Ship,3,2,215,2,low,F,7,4305,0,Courier_2
10083,A,Ship,3,4,164,2,low,M,1,4067,1,Courier_2
10084,B,Ship,5,1,233,3,low,F,6,5560,0,Courier_3
10085,C,Ship,4,4,249,3,medium,F,1,5743,0,Courier_4
10086,F,Ship,4,5,217,3,low,F,3,5380,1,Courier_2
10087,D,Ship,4,3,260,3,low,M,1,4796,0,Courier_5
10088,F,Ship,4,1,219,2,medium,M,6,5314,0,Courier_1
10089,A,Ship,4,1,267,4,medium,M,2,4024,0,Courier_4
10090,B,Ship,5,3,137,4,low,F,9,4754,0,Courier_3
10091,C,Ship,4,5,141,2,low,M,1,4395,1,Courier_2
10092,F,Ship,4,2,201,2,medium,M,6,5729,0,Courier_5
10093,D,Ship,5,1,125,4,medium,M,3,5595,0,Courier_4
10094,F,Ship,3,1,173,2,medium,F,1,5927,1,Courier_5
10095,A,Ship,3,5,271,2,medium,F,6,4020,1,Courier_5
10096,B,Ship,4,5,243,3,low,M,9,5263,0,Courier_3
10097,C,Ship,5,1,151,3,low,F,9,4895,0,Courier_4
10098,F,Ship,4,4,224,4,medium,F,2,4503,1,Courier_2
10099,D,Ship,3,2,141,3,low,M,7,4682,0,Courier_3
10100,F,Ship,3,2,133,3,medium,M,10,5803,0,Courier_2
10101,A,Ship,3,2,239,3,low,M,4,5628,1,Courier_1
10102,B,Ship,4,3,203,2,low,M,8,5597,0,Courier_5
10103,C,Ship,4,2,220,3,low,F,9,5896,0,Courier_1
10104,F,Ship,4,3,212,2,low,M,8,5513,0,Courier_5
10105,D,Ship,2,4,252,4,medium,M,4,4787,0,Courier_3
10106,F,Ship,5,5,265,3,low,M,3,5637,0,Courier_2
10107,A,Ship,4,2,199,3,low,M,7,5342,0,Courier_2
10108,B,Ship,3,5,209,3,high,F,4,5413,0,Courier_3
10109,C,Ship,4,5,254,3,low,F,7,4363,0,Courier_4
10110,F,Ship,2,3,216,3,high,M,9,4032,1,Courier_1
10111,D,Ship,5,4,196,2,medium,M,2,5515,0,Courier_1
10112,F,Road,4,4,258,3,high,M,2,5420,0,Courier_2
10113,A,Road,3,3,137,3,high,M,7,5794,1,Courier_2
10114,B,Road,6,5,282,4,low,M,10,4901,0,Courier_2
10115,C,Road,3,2,156,2,medium,M,10,4276,0,Courier_3
10116,F,Road,4,5,237,5,medium,M,4,4917,0,Courier_4
10117,D,Road,4,5,170,3,medium,M,3,4695,1,Courier_1
10118,F,Road,4,1,243,3,high,F,9,4277,0,Courier_5
10119,A,Road,4,5,163,3,medium,F,2,4887,0,Courier_3
10120,B,Road,3,4,257,3,low,F,4,4883,0,Courier_1
10121,C,Road,5,4,179,6,medium,M,1,5433,0,Courier_4
10122,F,Road,3,3,274,4,medium,F,7,4828,0,Courier_3
10123,D,Road,3,4,174,2,low,F,4,4295,1,Courier_1
10124,F,Road,4,2,162,6,low,F,4,4094,0,Courier_3
10125,A,Road,6,2,269,6,medium,M,4,4423,0,Courier_1
10126,B,Road,4,1,147,2,low,M,8,4600,1,Courier_1
10127,C,Road,6,4,286,4,medium,F,5,4262,0,Courier_4
10128,F,Road,2,5,271,3,low,F,6,5471,1,Courier_5
10129,D,Road,5,2,130,4,high,M,4,4371,0,Courier_4
10130,F,Road,4,5,258,2,medium,F,2,4303,1,Courier_1
10131,A,Road,5,1,151,3,medium,F,1,4981,0,Courier_3
10132,B,Road,5,4,208,8,medium,F,4,5155,1,Courier_4
10133,C,Road,6,2,137,10,low,F,5,4510,0,Courier_5
10134,F,Flight,3,1,250,3,medium,F,8,5509,0,Courier_1
10135,D,Flight,4,5,211,2,low,F,4,4106,1,Courier_4
10136,F,Flight,4,1,196,3,medium,F,9,5216,1,Courier_4
10137,A,Flight,3,4,174,3,low,F,3,5366,1,Courier_4
10138,B,Flight,6,5,277,4,medium,F,5,1845,1,Courier_4
10139,C,Flight,6,2,284,4,low,F,7,1181,1,Courier_3
10140,F,Flight,4,5,258,5,low,M,3,1162,0,Courier_5
10141,D,Flight,7,1,254,4,low,M,9,1876,0,Courier_5
10142,F,Flight,5,5,263,5,medium,M,10,1789,1,Courier_1
10143,A,Flight,6,5,267,4,low,M,3,1550,0,Courier_2
10144,B,Flight,6,4,247,4,medium,M,2,1858,1,Courier_3
10145,C,Flight,5,1,233,5,medium,M,4,1622,0,Courier_1
10146,F,Flight,7,5,254,4,medium,F,6,1014,0,Courier_1
10147,D,Flight,6,3,289,5,medium,F,1,1949,1,Courier_4
10148,F,Flight,6,2,282,4,medium,F,9,1385,0,Courier_2
10149,A,Flight,5,3,243,6,medium,F,10,1189,1,Courier_2
10150,B,Flight,5,1,243,5,medium,M,8,1732,0,Courier_3
10151,C,Flight,4,5,228,5,low,M,2,1996,0,Courier_2
10152,F,Flight,5,4,235,5,low,F,8,1549,0,Courier_1
10153,D,Flight,4,1,274,6,low,M,8,1141,1,Courier_2
10154,F,Flight,6,3,254,5,medium,F,7,1615,1,Courier_2
10155,A,Flight,4,4,237,5,medium,F,6,4586,0,Courier_5
10156,B,Ship,4,4,170,3,medium,M,4,4062,0,Courier_1
10157,C,Ship,4,4,243,3,high,F,4,5082,1,Courier_2
10158,F,Ship,4,5,163,3,medium,M,1,4049,1,Courier_2
10159,D,Ship,3,3,257,3,low,M,5,4937,1,Courier_4
10160,F,Ship,5,3,179,6,medium,M,1,4930,1,Courier_2
10161,A,Ship,3,1,274,4,medium,M,4,4057,0,Courier_2
10162,B,Ship,3,4,174,2,low,M,7,4596,0,Courier_5
10163,C,Ship,4,1,162,6,low,M,1,5525,1,Courier_1
10164,F,Ship,6,1,269,6,medium,F,2,5363,0,Courier_3
10165,D,Ship,4,3,147,2,low,M,2,5431,0,Courier_1
10166,F,Ship,6,5,286,4,medium,F,4,4889,0,Courier_4
10167,A,Ship,2,5,271,3,low,M,9,4185,0,Courier_1
10168,B,Ship,5,1,130,4,high,F,9,4946,1,Courier_2
10169,C,Ship,4,4,258,2,medium,F,5,4562,0,Courier_4
10170,F,Ship,5,5,151,3,medium,M,2,5506,0,Courier_1
10171,D,Ship,5,2,208,8,medium,M,5,4751,0,Courier_4
10172,F,Ship,6,2,137,10,low,F,4,4490,0,Courier_3
10173,A,Ship,3,2,250,3,medium,M,6,4636,0,Courier_1
10174,B,Ship,4,3,211,2,low,F,6,5473,1,Courier_2
10175,C,Ship,4,4,196,3,medium,F,2,4320,1,Courier_4
10176,F,Ship,3,2,174,3,low,F,3,5207,1,Courier_5
10177,D,Ship,6,3,277,4,medium,F,6,1433,0,Courier_4
10178,F,Ship,6,3,284,4,low,F,3,1291,0,Courier_5
10179,A,Ship,4,4,258,5,low,M,9,1947,1,Courier_2
10180,B,Ship,7,2,254,4,low,M,6,1006,0,Courier_3
10181,C,Ship,5,5,263,5,medium,M,2,1417,0,Courier_5
10182,F,Ship,6,1,267,4,low,M,9,1146,1,Courier_3
10183,D,Ship,6,2,247,4,medium,M,3,1118,0,Courier_4
10184,F,Ship,5,3,233,5,medium,F,3,1398,0,Courier_2
10185,A,Ship,7,5,254,4,medium,F,1,1347,0,Courier_5
10186,B,Ship,6,2,289,5,medium,F,10,1607,1,Courier_4
10187,C,Ship,6,3,282,4,medium,F,8,1375,0,Courier_1
10188,F,Ship,5,2,243,6,medium,M,7,1752,0,Courier_4
10189,D,Ship,5,4,243,5,medium,F,4,1813,0,Courier_3
10190,F,Ship,4,1,228,5,low,F,6,1874,0,Courier_2
10191,A,Ship,5,5,235,5,low,M,8,1332,1,Courier_2
10192,B,Ship,7,3,306,4,low,F,4,1630,0,Courier_4
10193,C,Ship,6,1,189,2,low,F,6,1269,0,Courier_1
10194,F,Ship,6,4,280,4,low,M,4,1831,1,Courier_3
10195,D,Ship,6,4,310,4,medium,M,1,1494,1,Courier_4
10196,F,Ship,4,3,264,6,medium,F,10,1962,1,Courier_4
10197,A,Ship,5,5,243,6,low,M,9,1348,0,Courier_2
10198,B,Ship,5,5,245,5,low,M,5,1252,0,Courier_3
10199,C,Ship,5,5,239,6,low,M,1,1384,0,Courier_1
10200,F,Ship,4,3,248,5,low,F,7,1789,1,Courier_2
10201,D,Ship,6,1,268,4,low,F,1,1654,1,Courier_4
10202,F,Ship,6,4,271,4,low,F,6,1503,0,Courier_2
10203,A,Ship,4,5,233,5,low,F,8,1040,1,Courier_2
10204,B,Ship,5,1,245,5,low,M,9,1694,1,Courier_5
10205,C,Ship,5,2,248,5,medium,F,1,1845,1,Courier_2
10206,F,Ship,5,2,234,5,medium,M,6,1703,0,Courier_2
10207,D,Ship,4,2,259,5,medium,F,2,1054,0,Courier_3
10208,F,Ship,5,1,259,6,low,F,2,1876,0,Courier_2
10209,A,Ship,5,2,263,6,low,M,2,1851,0,Courier_1
10210,B,Ship,3,1,158,5,low,M,4,1171,1,Courier_4
10211,C,Ship,5,5,270,5,low,M,5,1852,1,Courier_3
10212,F,Ship,4,3,271,5,low,M,6,1555,1,Courier_2
10213,D,Ship,5,5,237,5,medium,F,9,1709,0,Courier_1
10214,F,Ship,6,1,250,4,medium,M,5,1747,0,Courier_4
10215,A,Ship,4,2,270,5,low,F,10,1340,0,Courier_3
10216,B,Ship,4,5,242,6,low,F,9,1858,0,Courier_1
10217,C,Ship,5,1,271,5,low,F,4,1557,1,Courier_2
10218,F,Ship,4,3,254,5,low,F,8,1851,0,Courier_5
10219,D,Ship,5,3,274,5,medium,M,7,1696,1,Courier_5
10220,F,Ship,4,3,249,5,low,F,10,1067,1,Courier_3
10221,A,Ship,4,3,245,5,low,M,7,1182,0,Courier_1
10222,B,Ship,4,5,237,5,low,F,9,1978,1,Courier_4
10223,C,Ship,4,3,238,6,low,M,2,1898,0,Courier_1
10224,F,Ship,5,3,242,5,low,F,6,1681,0,Courier_5
10225,D,Ship,5,5,217,6,medium,M,1,1761,0,Courier_3
10226,F,Ship,4,2,242,6,low,F,10,1531,1,Courier_2
10227,A,Ship,6,1,265,4,low,F,1,1345,1,Courier_1
10228,B,Ship,3,4,267,3,low,F,3,4566,0,Courier_5
10229,C,Ship,3,1,238,2,low,M,9,5158,0,Courier_4
10230,F,Ship,5,3,284,5,medium,F,4,5343,1,Courier_3
10231,D,Ship,4,3,137,3,medium,M,5,4854,1,Courier_2
10232,F,Ship,2,1,232,6,low,F,2,5281,1,Courier_1
10233,A,Ship,3,3,262,2,low,F,10,5951,1,Courier_4
10234,B,Ship,5,1,158,2,medium,M,6,4873,0,Courier_2
10235,C,Ship,5,5,226,4,low,F,10,5676,1,Courier_5
10236,F,Ship,4,3,199,2,low,M,4,5855,0,Courier_5
10237,D,Ship,4,4,175,2,medium,F,10,4927,0,Courier_4
10238,F,Ship,5,1,233,3,low,F,9,5039,0,Courier_5
10239,A,Ship,2,5,111,2,low,F,5,4038,1,Courier_3
10240,B,Ship,5,2,218,3,low,M,4,5363,1,Courier_4
10241,C,Ship,5,1,189,4,low,F,10,4166,1,Courier_5
10242,F,Ship,4,3,257,3,low,M,8,5944,0,Courier_1
10243,D,Ship,4,2,160,3,low,M,5,4492,0,Courier_5
10244,F,Ship,3,3,197,3,low,F,4,4858,1,Courier_3
10245,A,Ship,3,5,283,2,low,M,2,4207,0,Courier_2
10246,B,Ship,5,5,197,4,low,F,7,4141,1,Courier_2
10247,C,Ship,3,1,259,4,low,F,9,4084,1,Courier_5
10248,F,Ship,4,3,195,3,medium,M,5,5863,0,Courier_2
10249,D,Road,3,1,159,2,medium,M,5,4906,1,Courier_5
10250,F,Road,3,1,267,3,medium,F,8,5415,1,Courier_3
10251,A,Road,5,2,155,3,low,F,10,4485,1,Courier_2
10252,B,Road,3,1,267,2,low,F,9,5744,0,Courier_1
10253,C,Road,4,1,239,3,medium,F,9,4930,1,Courier_5
10254,F,Road,3,1,263,3,high,M,10,4911,0,Courier_2
10255,D,Road,3,5,217,3,medium,M,3,5433,0,Courier_3
10256,F,Road,4,3,173,3,low,M,4,4793,1,Courier_3
10257,A,Road,2,2,163,3,low,M,5,5887,0,Courier_1
10258,B,Road,5,5,232,5,low,F,2,5561,0,Courier_3
10259,C,Road,3,3,155,3,medium,M,5,4957,1,Courier_3
